,nb_eurnok,nb_usdnok,nb_i44,nb_polrate,nb_nowa,nb_govt_3y,nb_govt_5y,nb_govt_10y,ssb_kpi_yoy,ssb_kpijae_yoy,ssb_unemp,ecb_dfr,rb_polrate
2001-06-21,7.894,9.2306,99.67,7.0,,,,,,,,,4.0
2001-06-22,7.86,9.2167,99.4,7.0,,,,,,,,,
2001-06-25,7.9285,9.2117,99.98,7.0,,,,,,,,,4.0
2001-06-26,7.936,9.2161,99.89,7.0,,,,,,,,,4.0
2001-06-27,7.899,9.1614,99.47,7.0,,,,,,,,,4.0
2001-06-28,7.884,9.2633,99.72,7.0,,,,,,,,,4.0
2001-06-29,7.8865,9.3001,99.86,7.0,,,,,,,,,4.0
2001-06-30,,,,,,,,,3.7,,,,
2001-07-02,7.9345,9.3844,100.8,7.0,,,,,,,,,4.0
2001-07-03,7.9505,9.3568,100.85,7.0,,,,,,,,,4.0
2001-07-04,7.924,9.3742,100.69,7.0,,,,,,,,,4.0
2001-07-05,7.9115,9.3938,100.64,7.0,,,,,,,,,4.0
2001-07-06,7.928,9.4561,100.66,7.0,,,,,,,,,4.0
2001-07-09,7.918,9.3604,100.17,7.0,,,,,,,,,4.0
2001-07-10,7.9455,9.2984,100.18,7.0,,,,,,,,,4.0
2001-07-11,7.9825,9.2701,100.34,7.0,,,,,,,,,4.25
2001-07-12,7.964,9.3277,100.45,7.0,,,,,,,,,4.25
2001-07-13,7.9565,9.3178,100.38,7.0,,,,,,,,,4.25
2001-07-16,7.9775,9.2945,100.48,7.0,,,,,,,,,4.25
2001-07-17,7.9805,9.3712,100.62,7.0,,,,,,,,,4.25
2001-07-18,8.0075,9.2787,100.59,7.0,,,,,,,,,4.25
2001-07-19,8.011,9.1838,100.29,7.0,,,,,,,,,4.25
2001-07-20,8.017,9.1351,100.32,7.0,,,,,,,,,4.25
2001-07-23,7.9865,9.2053,100.22,7.0,,,,,,,,,4.25
2001-07-24,8.002,9.1893,100.15,7.0,,,,,,,,,4.25
2001-07-25,8.013,9.1129,100.01,7.0,,,,,,,,,4.25
2001-07-26,8.0125,9.1425,100.16,7.0,,,,,,,,,4.25
2001-07-27,7.984,9.1058,99.88,7.0,,,,,,,,,4.25
2001-07-30,7.98,9.119,99.88,7.0,,,,,,,,,4.25
2001-07-31,7.985,9.1205,99.87,7.0,,,,,2.8,,,,4.25
2001-08-01,8.012,9.087,99.94,7.0,,,,,,,,,4.25
2001-08-02,7.996,9.0988,99.97,7.0,,,,,,,,,4.25
2001-08-03,7.9685,9.0489,99.73,7.0,,,,,,,,,4.25
2001-08-06,7.9775,9.0602,99.85,7.0,,,,,,,,,4.25
2001-08-07,7.969,9.0887,99.81,7.0,,,,,,,,,4.25
2001-08-08,7.958,9.0814,99.75,7.0,,,,,,,,,4.25
2001-08-09,7.985,9.0195,99.67,7.0,,,,,,,,,4.25
2001-08-10,8.015,8.9693,99.7,7.0,,,,,,,,,4.25
2001-08-13,8.0625,8.9673,100.07,7.0,,,,,,,,,4.25
2001-08-14,8.068,8.9964,100.03,7.0,,,,,,,,,4.25
2001-08-15,8.1235,8.9132,100.25,7.0,,,,,,,,,4.25
2001-08-16,8.1035,8.8621,100.03,7.0,,,,,,,,,4.25
2001-08-17,8.1325,8.8996,100.13,7.0,,,,,,,,,4.25
2001-08-20,8.1135,8.8682,99.76,7.0,,,,,,,,,4.25
2001-08-21,8.1215,8.8973,99.88,7.0,,,,,,,,,4.25
2001-08-22,8.1105,8.8005,99.52,7.0,,,,,,,,,4.25
2001-08-23,8.112,8.9025,99.9,7.0,,,,,,,,,4.25
2001-08-24,8.106,8.8999,99.89,7.0,,,,,,,,,4.25
2001-08-27,8.083,8.8922,99.73,7.0,,,,,,,,,4.25
2001-08-28,8.068,8.9228,99.66,7.0,,,,,,,,,4.25
2001-08-29,8.068,8.8446,99.43,7.0,,,,,,,,,4.25
2001-08-30,8.0485,8.8494,99.16,7.0,,,,,,,,,4.25
2001-08-31,8.0675,8.8092,99.16,7.0,,,,,2.7,,,3.25,4.25
2001-09-03,8.0305,8.852,99.05,7.0,,,,,,,,,4.25
2001-09-04,7.963,8.8774,98.55,7.0,,,,,,,,,4.25
2001-09-05,7.9305,8.9197,98.5,7.0,,,,,,,,,4.25
2001-09-06,7.949,8.9768,98.85,7.0,,,,,,,,,4.25
2001-09-07,7.9775,8.9114,98.73,7.0,,,,,,,,,4.25
2001-09-10,8.0025,8.8455,98.69,7.0,,,,,,,,,4.25
2001-09-11,7.947,8.8655,98.24,7.0,,,,,,,,,4.25
2001-09-12,7.987,8.8235,98.44,7.0,,,,,,,,,4.25
2001-09-13,7.999,8.8289,98.43,7.0,,,,,,,,,4.25
2001-09-14,8.028,8.7081,98.28,7.0,,,,,,,,,4.25
2001-09-17,8.0655,8.7016,98.27,7.0,,,,,,,,,4.25
2001-09-18,7.9935,8.636,97.45,7.0,,,,,,,,2.75,4.25
2001-09-19,7.967,8.6055,97.06,7.0,,,,,,,,,3.75
2001-09-20,7.9315,8.5663,96.67,7.0,,,,,,,,,3.75
2001-09-21,7.929,8.6185,96.62,7.0,,,,,,,,,3.75
2001-09-24,7.979,8.7069,97.4,7.0,,,,,,,,,3.75
2001-09-25,8.045,8.7674,98.19,7.0,,,,,,,,,3.75
2001-09-26,8.051,8.7331,98.06,7.0,,,,,,,,,3.75
2001-09-27,8.085,8.7833,98.57,7.0,,,,,,,,,3.75
2001-09-28,8.11,8.8818,99.26,7.0,,,,,,,,,3.75
2001-09-30,,,,,,,,,2.2,,,,
2001-10-01,8.0855,8.8608,98.99,7.0,,,,,,,,,3.75
2001-10-02,8.089,8.8029,98.66,7.0,,,,,,,,,3.75
2001-10-03,8.0835,8.7778,98.6,7.0,,,,,,,,,3.75
2001-10-04,8.0605,8.8412,98.73,7.0,,,,,,,,,3.75
2001-10-05,8.07,8.7966,98.51,7.0,,,,,,,,,3.75
2001-10-08,8.06,8.7476,98.22,7.0,,,,,,,,,3.75
2001-10-09,8.0235,8.7278,97.97,7.0,,,,,,,,,3.75
2001-10-10,7.996,8.7522,97.83,7.0,,,,,,,,,3.75
2001-10-11,7.972,8.7972,97.93,7.0,,,,,,,,,3.75
2001-10-12,7.9555,8.8003,97.92,7.0,,,,,,,,,3.75
2001-10-15,7.9735,8.765,97.99,7.0,,,,,,,,,3.75
2001-10-16,7.9705,8.8052,98.08,7.0,,,,,,,,,3.75
2001-10-17,7.9495,8.8112,97.99,7.0,,,,,,,,,3.75
2001-10-18,7.9575,8.8162,98.02,7.0,,,,,,,,,3.75
2001-10-19,7.969,8.8456,98.25,7.0,,,,,,,,,3.75
2001-10-22,7.98,8.8973,98.42,7.0,,,,,,,,,3.75
2001-10-23,7.949,8.9445,98.28,7.0,,,,,,,,,3.75
2001-10-24,7.945,8.9099,98.21,7.0,,,,,,,,,3.75
2001-10-25,7.949,8.9425,98.38,7.0,,,,,,,,,3.75
2001-10-26,7.9525,8.9244,98.36,7.0,,,,,,,,,3.75
2001-10-29,7.968,8.8484,98.24,7.0,,,,,,,,,3.75
2001-10-30,7.9745,8.798,97.95,7.0,,,,,,,,,3.75
2001-10-31,7.9985,8.8459,98.23,7.0,,,,,2.2,,,,3.75
2001-11-01,7.985,8.7776,98.01,7.0,,,,,,,,,3.75
2001-11-02,7.969,8.7997,98.1,7.0,,,,,,,,,3.75
2001-11-05,7.9515,8.8735,98.15,7.0,,,,,,,,,3.75
2001-11-06,7.9265,8.8456,98.02,7.0,,,,,,,,,3.75
2001-11-07,7.9585,8.829,98.24,7.0,,,,,,,,,3.75
2001-11-08,7.892,8.7963,97.88,7.0,,,,,,,,,3.75
2001-11-09,7.8935,8.8393,97.94,7.0,,,,,,,,2.25,3.75
2001-11-12,7.897,8.8541,98.06,7.0,,,,,,,,,3.75
2001-11-13,7.884,8.9165,98.18,7.0,,,,,,,,,3.75
2001-11-14,7.844,8.9106,97.9,7.0,,,,,,,,,3.75
2001-11-15,7.9,8.9518,98.43,7.0,,,,,,,,,3.75
2001-11-16,7.92,8.9542,98.51,7.0,,,,,,,,,3.75
2001-11-19,7.922,9.0094,98.63,7.0,,,,,,,,,3.75
2001-11-20,7.9125,8.967,98.41,7.0,,,,,,,,,3.75
2001-11-21,7.894,8.9796,98.26,7.0,,,,,,,,,3.75
2001-11-22,7.883,8.9804,98.15,7.0,,,,,,,,,3.75
2001-11-23,7.929,9.0153,98.67,7.0,,,,,,,,,3.75
2001-11-26,7.9495,9.0151,98.89,7.0,,,,,,,,,3.75
2001-11-27,7.941,9.0362,98.88,7.0,,,,,,,,,3.75
2001-11-28,7.9415,8.9928,98.64,7.0,,,,,,,,,3.75
2001-11-29,7.948,8.9434,98.5,7.0,,,,,,,,,3.75
2001-11-30,7.951,8.9357,98.43,7.0,,,,,1.7,,,,3.75
2001-12-03,8.0015,8.9653,98.76,7.0,,,,,,,,,3.75
2001-12-04,7.9665,8.9491,98.63,7.0,,,,,,,,,3.75
2001-12-05,8.0,8.9696,98.97,7.0,,,,,,,,,3.75
2001-12-06,7.976,8.9729,98.9,7.0,,,,,,,,,3.75
2001-12-07,7.977,8.9519,98.91,7.0,,,,,,,,,3.75
2001-12-10,7.9895,9.0277,99.2,7.0,,,,,,,,,3.75
2001-12-11,8.002,8.9829,99.16,7.0,,,,,,,,,3.75
2001-12-12,8.0065,8.9578,99.13,7.0,,,,,,,,,3.75
2001-12-13,8.0235,8.9398,99.2,6.5,,,,,,,,,3.75
2001-12-14,8.028,8.9042,98.84,6.5,,,,,,,,,3.75
2001-12-17,8.037,8.8816,98.86,6.5,,,,,,,,,3.75
2001-12-18,7.9935,8.8698,98.53,6.5,,,,,,,,,3.75
2001-12-19,7.9805,8.884,98.4,6.5,,,,,,,,,3.75
2001-12-20,7.984,8.8978,98.41,6.5,,,,,,,,,3.75
2001-12-21,7.987,8.931,98.55,6.5,,,,,,,,,3.75
2001-12-24,8.01,9.0071,99.01,6.5,,,,,,,,,
2001-12-25,,,99.01,,,,,,,,,,
2001-12-26,,,99.04,,,,,,,,,,
2001-12-27,7.961,9.023,98.63,6.5,,,,,,,,,3.75
2001-12-28,7.9515,9.0225,98.82,6.5,,,,,,,,,3.75
2001-12-31,7.9735,9.0116,98.9,6.5,,,,,2.1,,,,
2002-01-01,,,98.78,,,,,,,,,,
2002-01-02,8.0115,8.8642,98.6,6.5,,,,,,,,,3.75
2002-01-03,8.0105,8.8651,98.71,6.5,,,,,,,,,3.75
2002-01-04,7.9865,8.9195,98.78,6.5,,,,,,,,,3.75
2002-01-07,7.975,8.9556,98.83,6.5,,,,,,,,,3.75
2002-01-08,7.9585,8.9331,98.48,6.5,,,,,,,,,3.75
2002-01-09,7.9475,8.9088,98.32,6.5,,,,,,,,,3.75
2002-01-10,7.951,8.9247,98.47,6.5,,,,,,,,,3.75
2002-01-11,7.952,8.9158,98.42,6.5,,,,,,,,,3.75
2002-01-14,7.944,8.8988,98.37,6.5,,,,,,,,,3.75
2002-01-15,7.9495,8.91,98.46,6.5,,,,,,,,,3.75
2002-01-16,7.912,8.9736,98.33,6.5,,,,,,,,,3.75
2002-01-17,7.901,8.9591,98.0,6.5,,,,,,,,,3.75
2002-01-18,7.9105,8.979,98.13,6.5,,,,,,,,,3.75
2002-01-21,7.914,8.9525,98.14,6.5,,,,,,,,,3.75
2002-01-22,7.903,8.9502,97.89,6.5,,,,,,,,,3.75
2002-01-23,7.9225,8.9459,97.99,6.5,,,,,,,,,3.75
2002-01-24,7.876,8.9837,97.9,6.5,,,,,,,,,3.75
2002-01-25,7.857,9.0696,98.04,6.5,,,,,,,,,3.75
2002-01-28,7.8395,9.1391,98.12,6.5,,,,,,,,,3.75
2002-01-29,7.8405,9.0915,98.09,6.5,,,,,,,,,3.75
2002-01-30,7.8535,9.0876,98.2,6.5,,,,,,,,,3.75
2002-01-31,7.841,9.0784,98.14,6.5,,,,,1.4,,,,3.75
2002-02-01,7.8405,9.0831,98.04,6.5,,,,,,,,,3.75
2002-02-04,7.8375,9.067,97.92,6.5,,,,,,,,,3.75
2002-02-05,7.855,9.0464,97.91,6.5,,,,,,,,,3.75
2002-02-06,7.829,9.0362,97.68,6.5,,,,,,,,,3.75
2002-02-07,7.802,9.0051,97.22,6.5,,,,,,,,,3.75
2002-02-08,7.8315,8.9605,97.21,6.5,,,,,,,,,3.75
2002-02-11,7.836,8.9106,97.15,6.5,,,,,,,,,3.75
2002-02-12,7.832,8.9478,97.36,6.5,,,,,,,,,3.75
2002-02-13,7.827,8.9646,97.48,6.5,,,,,,,,,3.75
2002-02-14,7.7795,8.9492,97.12,6.5,,,,,,,,,3.75
2002-02-15,7.764,8.919,96.87,6.5,,,,,,,,,3.75
2002-02-18,7.7475,8.8898,96.66,6.5,,,,,,,,,3.75
2002-02-19,7.7485,8.9145,96.65,6.5,,,,,,,,,3.75
2002-02-20,7.7635,8.8797,96.63,6.5,,,,,,,,,3.75
2002-02-21,7.7375,8.8927,96.52,6.5,,,,,,,,,3.75
2002-02-22,7.762,8.8739,96.63,6.5,,,,,,,,,3.75
2002-02-25,7.753,8.887,96.68,6.5,,,,,,,,,3.75
2002-02-26,7.735,8.9092,96.66,6.5,,,,,,,,,3.75
2002-02-27,7.713,8.9178,96.42,6.5,,,,,,,,,3.75
2002-02-28,7.712,8.9146,96.43,6.5,,,,,0.8,,,,3.75
2002-03-01,7.706,8.8789,96.31,6.5,,,,,,,,,3.75
2002-03-04,7.6915,8.8929,96.33,6.5,,,,,,,,,3.75
2002-03-05,7.6885,8.8557,96.27,6.5,,,,,,,,,3.75
2002-03-06,7.7065,8.8458,96.32,6.5,,,,,,,,,3.75
2002-03-07,7.712,8.7996,96.26,6.5,,,,,,,,,3.75
2002-03-08,7.72,8.7757,96.35,6.5,,,,,,,,,3.75
2002-03-11,7.726,8.8388,96.52,6.5,,,,,,,,,3.75
2002-03-12,7.7165,8.836,96.42,6.5,,,,,,,,,3.75
2002-03-13,7.7455,8.8682,96.59,6.5,,,,,,,,,3.75
2002-03-14,7.7645,8.8203,96.56,6.5,,,,,,,,,3.75
2002-03-15,7.7675,8.7739,96.49,6.5,,,,,,,,,3.75
2002-03-18,7.7485,8.8131,96.5,6.5,,,,,,,,,3.75
2002-03-19,7.7395,8.766,96.23,6.5,,,,,,,,,3.75
2002-03-20,7.7155,8.7537,96.05,6.5,,,,,,,,,4.0
2002-03-21,7.699,8.732,95.87,6.5,,,,,,,,,4.0
2002-03-22,7.693,8.747,95.92,6.5,,,,,,,,,4.0
2002-03-25,7.7025,8.7938,96.12,6.5,,,,,,,,,4.0
2002-03-26,7.709,8.8252,96.29,6.5,,,,,,,,,4.0
2002-03-27,7.712,8.8077,96.28,6.5,,,,,,,,,4.0
2002-03-28,,,96.28,,,,,,,,,,4.0
2002-03-29,,,96.28,,,,,,,,,,
2002-03-31,,,,,,,,,0.9,,,,
2002-04-01,,,96.24,,,,,,,,,,
2002-04-02,7.6965,8.76,95.95,6.5,,,,,,,,,4.0
2002-04-03,7.6675,8.7101,95.5,6.5,,,,,,,,,4.0
2002-04-04,7.6455,8.6703,95.21,6.5,,,,,,,,,4.0
2002-04-05,7.646,8.7025,95.41,6.5,,,,,,,,,4.0
2002-04-08,7.632,8.6945,95.27,6.5,,,,,,,,,4.0
2002-04-09,7.634,8.7116,95.26,6.5,,,,,,,,,4.0
2002-04-10,7.641,8.6849,95.28,6.5,,,,,,,,,4.0
2002-04-11,7.623,8.6684,95.04,6.5,,,,,,,,,4.0
2002-04-12,7.6235,8.6601,94.97,6.5,,,,,,,,,4.0
2002-04-15,7.614,8.6503,94.91,6.5,,,,,,,,,4.0
2002-04-16,7.633,8.6709,95.01,6.5,,,,,,,,,4.0
2002-04-17,7.6375,8.6008,94.88,6.5,,,,,,,,,4.0
2002-04-18,7.634,8.5823,94.78,6.5,,,,,,,,,4.0
2002-04-19,7.604,8.5573,94.47,6.5,,,,,,,,,4.0
2002-04-22,7.6095,8.5673,94.46,6.5,,,,,,,,,4.0
2002-04-23,7.5925,8.5578,94.33,6.5,,,,,,,,,4.0
2002-04-24,7.6235,8.5734,94.56,6.5,,,,,,,,,4.0
2002-04-25,7.585,8.4569,93.86,6.5,,,,,,,,,4.0
2002-04-26,7.5745,8.4433,93.71,6.5,,,,,,,,,4.0
2002-04-29,7.5745,8.3807,93.56,6.5,,,,,,,,,4.0
2002-04-30,7.573,8.407,93.59,6.5,,,,,0.6,,,,4.0
2002-05-01,,,93.57,,,,,,,,,,
2002-05-02,7.557,8.3669,93.3,6.5,,,,,,,,,4.25
2002-05-03,7.5645,8.3282,93.25,6.5,,,,,,,,,4.25
2002-05-06,7.587,8.2972,93.34,6.5,,,,,,,,,4.25
2002-05-07,7.623,8.354,93.6,6.5,,,,,,,,,4.25
2002-05-08,7.5815,8.3423,93.29,6.5,,,,,,,,,4.25
2002-05-09,,,93.23,,,,,,,,,,
2002-05-10,7.5645,8.2962,92.98,6.5,,,,,,,,,4.25
2002-05-13,7.548,8.2781,92.79,6.5,,,,,,,,,4.25
2002-05-14,7.5475,8.3287,92.94,6.5,,,,,,,,,4.25
2002-05-15,7.536,8.3455,93.04,6.5,,,,,,,,,4.25
2002-05-16,7.541,8.265,92.81,6.5,,,,,,,,,4.25
2002-05-17,,,92.81,,,,,,,,,,4.25
2002-05-20,,,92.81,,,,,,,,,,
2002-05-21,7.536,8.1797,92.64,6.5,,,,,,,,,4.25
2002-05-22,7.505,8.1048,92.13,6.5,,,,,,,,,4.25
2002-05-23,7.483,8.1222,92.06,6.5,,,,,,,,,4.25
2002-05-24,7.4435,8.1013,91.67,6.5,,,,,,,,,4.25
2002-05-27,7.44,8.0958,91.63,6.5,,,,,,,,,4.25
2002-05-28,7.404,8.0,90.98,6.5,,,,,,,,,4.25
2002-05-29,7.406,7.9464,90.76,6.5,,,,,,,,,4.25
2002-05-30,7.434,7.9296,91.03,6.5,,,,,,,,,4.25
2002-05-31,7.478,7.9663,91.52,6.5,,,,,0.4,,,,4.25
2002-06-03,7.4385,7.9872,91.22,6.5,,,,,,,,,4.25
2002-06-04,7.4435,7.8892,90.82,6.5,,,,,,,,,4.25
2002-06-05,7.4035,7.9004,90.49,6.5,,,,,,,,,4.25
2002-06-06,7.389,7.8724,90.21,6.5,,,,,,,,,4.25
2002-06-07,7.443,7.8745,90.52,6.5,,,,,,,,,4.25
2002-06-10,7.4255,7.8502,90.26,6.5,,,,,,,,,4.25
2002-06-11,7.424,7.8836,90.49,6.5,,,,,,,,,4.25
2002-06-12,7.413,7.8428,90.19,6.5,,,,,,,,,4.25
2002-06-13,7.423,7.8826,90.51,6.5,,,,,,,,,4.25
2002-06-14,7.4155,7.8239,90.21,6.5,,,,,,,,,4.25
2002-06-17,7.415,7.8665,90.49,6.5,,,,,,,,,4.25
2002-06-18,7.421,7.8248,90.44,6.5,,,,,,,,,4.25
2002-06-19,7.376,7.7147,89.63,6.5,,,,,,,,,4.25
2002-06-20,7.3505,7.6632,89.29,6.5,,,,,,,,,4.25
2002-06-21,7.376,7.6546,89.52,6.5,,,,,,,,,
2002-06-24,7.4005,7.5662,89.33,6.5,,,,,,,,,4.25
2002-06-25,7.345,7.5628,88.99,6.5,,,,,,,,,4.25
2002-06-26,7.365,7.4266,88.64,6.5,,,,,,,,,4.25
2002-06-27,7.398,7.5305,89.32,6.5,,,,,,,,,4.25
2002-06-28,7.4305,7.4491,89.3,6.5,,,,,,,,,4.25
2002-06-30,,,,,,,,,0.4,,,,
2002-07-01,7.414,7.4791,89.26,6.5,,,,,,,,,4.25
2002-07-02,7.3535,7.4746,88.98,6.5,,,,,,,,,4.25
2002-07-03,7.3415,7.5066,88.82,6.5,,,,,,,,,4.25
2002-07-04,7.3225,7.4796,88.56,7.0,,,,,,,,,4.25
2002-07-05,7.307,7.5136,88.53,7.0,,,,,,,,,4.25
2002-07-08,7.305,7.4328,88.18,7.0,,,,,,,,,4.25
2002-07-09,7.3095,7.361,87.96,7.0,,,,,,,,,4.25
2002-07-10,7.296,7.3712,87.86,7.0,,,,,,,,,4.25
2002-07-11,7.285,7.4065,87.85,7.0,,,,,,,,,4.25
2002-07-12,7.329,7.4233,88.36,7.0,,,,,,,,,4.25
2002-07-15,7.357,7.3394,88.3,7.0,,,,,,,,,4.25
2002-07-16,7.3725,7.28,88.13,7.0,,,,,,,,,4.25
2002-07-17,7.3775,7.3306,88.29,7.0,,,,,,,,,4.25
2002-07-18,7.381,7.3384,88.42,7.0,,,,,,,,,4.25
2002-07-19,7.438,7.331,88.81,7.0,,,,,,,,,4.25
2002-07-22,7.482,7.4182,89.3,7.0,,,,,,,,,4.25
2002-07-23,7.548,7.6165,90.58,7.0,,,,,,,,,4.25
2002-07-24,7.5485,7.6132,90.42,7.0,,,,,,,,,4.25
2002-07-25,7.547,7.5364,90.27,7.0,,,,,,,,,4.25
2002-07-26,7.563,7.557,90.41,7.0,,,,,,,,,4.25
2002-07-29,7.505,7.6418,90.48,7.0,,,,,,,,,4.25
2002-07-30,7.505,7.6309,90.47,7.0,,,,,,,,,4.25
2002-07-31,7.427,7.5917,89.58,7.0,,,,,1.6,,,,4.25
2002-08-01,7.449,7.6322,89.83,7.0,,,,,,,,,4.25
2002-08-02,7.5075,7.6041,90.02,7.0,,,,,,,,,4.25
2002-08-05,7.528,7.6535,90.38,7.0,,,,,,,,,4.25
2002-08-06,7.5,7.7407,90.5,7.0,,,,,,,,,4.25
2002-08-07,7.508,7.7418,90.64,7.0,,,,,,,,,4.25
2002-08-08,7.478,7.7196,90.28,7.0,,,,,,,,,4.25
2002-08-09,7.4635,7.6714,89.96,7.0,,,,,,,,,4.25
2002-08-12,7.466,7.6339,89.91,7.0,,,,,,,,,4.25
2002-08-13,7.4495,7.6023,89.68,7.0,,,,,,,,,4.25
2002-08-14,7.448,7.5561,89.57,7.0,,,,,,,,,4.25
2002-08-15,7.429,7.5984,89.66,7.0,,,,,,,,,4.25
2002-08-16,7.374,7.5053,88.83,7.0,,,,,,,,,4.25
2002-08-19,7.382,7.5334,89.06,7.0,,,,,,,,,4.25
2002-08-20,7.355,7.5112,88.7,7.0,,,,,,,,,4.25
2002-08-21,7.3575,7.5369,88.91,7.0,,,,,,,,,4.25
2002-08-22,7.396,7.5701,89.37,7.0,,,,,,,,,4.25
2002-08-23,7.4065,7.6379,89.57,7.0,,,,,,,,,4.25
2002-08-26,7.3895,7.6173,89.47,7.0,,,,,,,,,4.25
2002-08-27,7.3805,7.5512,89.2,7.0,,,,,,,,,4.25
2002-08-28,7.381,7.5117,89.05,7.0,,,,,,,,,4.25
2002-08-29,7.3945,7.5124,89.16,7.0,,,,,,,,,4.25
2002-08-30,7.3815,7.5069,89.05,7.0,,,,,,,,,4.25
2002-08-31,,,,,,,,,1.3,,,,
2002-09-02,7.3925,7.5272,89.18,7.0,,,,,,,,,4.25
2002-09-03,7.4375,7.505,89.38,7.0,,,,,,,,,4.25
2002-09-04,7.4425,7.4822,89.26,7.0,,,,,,,,,4.25
2002-09-05,7.3815,7.4,88.51,7.0,,,,,,,,,4.25
2002-09-06,7.3535,7.4143,88.42,7.0,,,,,,,,,4.25
2002-09-09,7.358,7.5128,88.85,7.0,,,,,,,,,4.25
2002-09-10,7.391,7.5727,89.37,7.0,,,,,,,,,4.25
2002-09-11,7.379,7.569,89.29,7.0,,,,,,,,,4.25
2002-09-12,7.371,7.5546,89.13,7.0,,,,,,,,,4.25
2002-09-13,7.359,7.5015,88.66,7.0,,,,,,,,,4.25
2002-09-16,7.3415,7.5818,88.91,7.0,,,,,,,,,4.25
2002-09-17,7.356,7.6236,89.13,7.0,,,,,,,,,4.25
2002-09-18,7.3645,7.5728,88.98,7.0,,,,,,,,,4.25
2002-09-19,7.3245,7.4633,88.32,7.0,,,,,,,,,4.25
2002-09-20,7.362,7.5199,88.81,7.0,,,,,,,,,4.25
2002-09-23,7.355,7.4814,88.65,7.0,,,,,,,,,4.25
2002-09-24,7.321,7.4491,88.17,7.0,,,,,,,,,4.25
2002-09-25,7.3145,7.4859,88.26,7.0,,,,,,,,,4.25
2002-09-26,7.322,7.4745,88.25,7.0,,,,,,,,,4.25
2002-09-27,7.3325,7.4982,88.44,7.0,,,,,,,,,4.25
2002-09-30,7.3415,7.4457,88.2,7.0,,,,,1.4,,,,4.25
2002-10-01,7.315,7.4181,87.94,7.0,,,,,,,,,4.25
2002-10-02,7.302,7.4245,87.93,7.0,,,,,,,,,4.25
2002-10-03,7.3125,7.3938,87.84,7.0,,,,,,,,,4.25
2002-10-04,7.304,7.404,87.81,7.0,,,,,,,,,4.25
2002-10-07,7.2885,7.4312,87.74,7.0,,,,,,,,,4.25
2002-10-08,7.276,7.4245,87.49,7.0,,,,,,,,,4.25
2002-10-09,7.262,7.3996,87.19,7.0,,,,,,,,,4.25
2002-10-10,7.305,7.3975,87.54,7.0,,,,,,,,,4.25
2002-10-11,7.283,7.3887,87.38,7.0,,,,,,,,,4.25
2002-10-14,7.2815,7.3752,87.37,7.0,,,,,,,,,4.25
2002-10-15,7.2975,7.4388,87.75,7.0,,,,,,,,,4.25
2002-10-16,7.3095,7.4412,87.89,7.0,,,,,,,,,4.25
2002-10-17,7.412,7.5919,89.3,7.0,,,,,,,,,4.25
2002-10-18,7.4015,7.603,89.21,7.0,,,,,,,,,4.25
2002-10-21,7.398,7.5892,89.2,7.0,,,,,,,,,4.25
2002-10-22,7.434,7.6106,89.47,7.0,,,,,,,,,4.25
2002-10-23,7.4015,7.5719,89.08,7.0,,,,,,,,,4.25
2002-10-24,7.374,7.5724,88.87,7.0,,,,,,,,,4.25
2002-10-25,7.358,7.5366,88.66,7.0,,,,,,,,,4.25
2002-10-28,7.371,7.5639,88.91,7.0,,,,,,,,,4.25
2002-10-29,7.391,7.5265,88.96,7.0,,,,,,,,,4.25
2002-10-30,7.39,7.5216,88.98,7.0,,,,,,,,,4.25
2002-10-31,7.365,7.4665,88.59,7.0,,,,,1.8,,,,4.25
2002-11-01,7.3685,7.3877,88.36,7.0,,,,,,,,,4.25
2002-11-04,7.3705,7.412,88.37,7.0,,,,,,,,,4.25
2002-11-05,7.3715,7.3539,88.19,7.0,,,,,,,,,4.25
2002-11-06,7.3595,7.3928,88.23,7.0,,,,,,,,,4.25
2002-11-07,7.3545,7.345,88.07,7.0,,,,,,,,,4.25
2002-11-08,7.332,7.2544,87.67,7.0,,,,,,,,,4.25
2002-11-11,7.2975,7.2067,87.29,7.0,,,,,,,,,4.25
2002-11-12,7.3025,7.2438,87.46,7.0,,,,,,,,,4.25
2002-11-13,7.321,7.2716,87.7,7.0,,,,,,,,,4.25
2002-11-14,7.3145,7.2457,87.52,7.0,,,,,,,,,4.25
2002-11-15,7.3025,7.2814,87.51,7.0,,,,,,,,,4.25
2002-11-18,7.3135,7.2663,87.57,7.0,,,,,,,,,4.25
2002-11-19,7.327,7.2365,87.6,7.0,,,,,,,,,4.25
2002-11-20,7.331,7.3171,87.86,7.0,,,,,,,,,4.0
2002-11-21,7.3155,7.2907,87.69,7.0,,,,,,,,,4.0
2002-11-22,7.3045,7.287,87.65,7.0,,,,,,,,,4.0
2002-11-25,7.304,7.3741,87.94,7.0,,,,,,,,,4.0
2002-11-26,7.264,7.33,87.44,7.0,,,,,,,,,4.0
2002-11-27,7.275,7.3285,87.43,7.0,,,,,,,,,4.0
2002-11-28,7.288,7.3364,87.53,7.0,,,,,,,,,4.0
2002-11-29,7.282,7.3355,87.52,7.0,,,,,,,,,4.0
2002-11-30,,,,,,,,,2.2,,,,
2002-12-02,7.2625,7.3574,87.45,7.0,,,,,,,,,4.0
2002-12-03,7.275,7.2991,87.31,7.0,,,,,,,,,4.0
2002-12-04,7.2655,7.2524,87.04,7.0,,,,,,,,,4.0
2002-12-05,7.2745,7.2811,87.19,7.0,,,,,,,,,4.0
